id,year,name,abbreviated_name,type,international_or_national,website,hq_location,year_founded,year_closed,countries_of_operation_count,sector,religious_or_secular,religion,red_cross_code_of_conduct_signatory,chs_member,interaction_member,icva_member,staff,staff_imputed,natl,natl_imputed,intl,intl_imputed,percent_intl,ope_approx_usd,ope_imputed,ope/staff,ope_inflation_adjusted,ope_original_currency,humexp_approx_usd,humexp_imputed,humexp_inflation_adjusted
6513,2022,Femmes unies contre la malnutrition,Kundji Fondo,NNGO,NA,NA,Niger,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4464,2022,Ferghana Valley Lawyers without Borders,FVLWB,NNGO,National,http://www.fvlawyers.kg/,Kyrgyzstan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6028,2022,FHE,NA,NNGO,NA,NA,Ethiopia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,2022,FHED-INC,NA,NNGO,NA,NA,Haiti,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,2022,FIDESCO,NA,NNGO,NA,https://www.fidesco.fr/,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5954,2022,Field Medical Foundation,FMF,NNGO,NA,https://fmfyemen.org/en/,Yemen,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,2022,Filles Sacré Coeur de Jésus,NA,NNGO,National,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,2021,Flemish-Rwandese Association Umubano/ Vlaams-Rwandese Vereniging Umubano,NA,NNGO,NA,https://umubano.be/en/,Rwanda,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,A,11222.22,108927,NA,NA,NA,NA
6469,2022,FMNM,NA,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5677,2022,Focus Nepal,NA,NNGO,NA,NA,Nepal,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4250,2022,Fondacija Lokalne Demokratije,NA,NNGO,National,NA,Bosnia and Herzegovina,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3019,2022,Fondation d'Aide aux Enfants Vulnérables,NA,NNGO,National,NA,Haiti,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3023,2022,Fondation d'Aide pour les Enfants Démunis d?Haïti,NA,NNGO,National,NA,Haiti,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,2022,Fondation des Faculte?s universitaires Notre-Dame de la Paix pour la Coope?ration au De?veloppement,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020,2022,Fondation Elisabeth Cathy,NA,NNGO,National,NA,Guinea,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3021,2022,Fondation Esther Boucicault Stanislas,FEBS,NNGO,National,NA,Haiti,1995,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022,2022,Fondation groupe espoir et charité,NA,NNGO,National,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5410,2022,Fondation Instruire et Impacter la nouvelle Génération,Foundation 2INOG,NNGO,NA,http://2inog.org/index.php/parrainage/,Burkina Faso,2013,NA,1,Children/youth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5389,2022,Fondation Medecins De Misericorde,NA,NNGO,NA,NA,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4515,2022,Fondation Orient Occident,NA,NNGO,National,NA,Morocco,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3030,2022,Fondation Shekina,NA,NNGO,National,NA,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,2022,Fondation Stamm,NA,NNGO,National,www.fondation-stamm.org,Burundi,1999,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6290,2022,Fondation Terre Bleue,FTB,NNGO,NA,https://www.fondationterrebleue.org,Haiti,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6317,2022,Fondation TOYA,TOYA,NNGO,NA,https://www.fondationtoya.org,Haiti,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3033,2022,Fondation voix du coeur,FVDC,NNGO,National,https://www.fondationvoixducoeur.net,Central African Republic,1961,NA,1,NA,NA,NA,NA,NA,NA,NA,33,A,33,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,2022,Fondazione Aiutiamoli a Vivere,NA,NNGO,NA,aiutiamoliavivere.it,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,2022,Fondazione Brownsea,NA,NNGO,NA,http://www.brownsea.it/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,2022,Fondazione Don Carlo Gnocchi,NA,NNGO,NA,https://www.dongnocchi.it/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,2022,Fondazione Fontana Onlus,NA,NNGO,NA,https://fondazionefontana.org/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,2022,Fondazione Giuseppe Tovini,NA,NNGO,NA,https://www.fondazionetovinicvi.it/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,2022,Fondazione Sipec,NA,NNGO,NA,https://www.fonsipec.it/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,2022,Fondo Centroamericano de Mujeres,FCAM,NNGO,NA,https://fondocentroamericano.org/,Costa Rica,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4318,2022,Fondo Ecuatoriano Populorum Progressio,FEPP,NNGO,National,NA,Ecuador,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,2022,Fonds Andre? Ryckmans,NA,NNGO,NA,http://www.far-ryckmans.org/,Belgium,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,2022,"Fonds Kowétien pour le Développement
Economique Arabe",NA,NNGO,National,NA,Burkina Faso,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,2022,Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit,NA,NNGO,NA,https://www.fos.ngo/over-ons/,Belgium,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5824,2022,Food and Rural Development Foundation,FORUDEF,NNGO,NA,www.forudef.org,Cameroon,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,2022,Foreign Capital Poverty Alleviation,NA,NNGO,National,NA,China,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7164,2022,Format20,NA,NNGO,NA,http://www.format20.org.ua/,Ukraine,2018,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7021,2022,Formation Awareness & Community Empowerment Society,FACES,NNGO,NA,https://www.facespakistan.com,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6679,2022,Foro Nacional por Colombia,Foro,NNGO,NA,https://foro.org.co,Colombia,1982,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6641,2022,Forum for African Women Educationists Zimbabwe,FAWEZI,NNGO,NA,https://fawezi.org,Zimbabwe,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4524,2022,Forum for Protection of Public Interest,PRO PUBLIC,NNGO,National,NA,Nepal,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4442,2022,Forum for Refugees Japan,NA,NNGO,National,NA,Japan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4527,2022,"Forum for Women, Law and Development",FWLD,NNGO,National,https://fwld.org,Nepal,1995,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4340,2022,Forum Réfugiés,NA,NNGO,National,NA,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6514,2022,Forum Santé Niger,FORSANI,NNGO,NA,NA,Niger,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,2022,Forum Solidaridad Peru,NA,NNGO,National,NA,Peru,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143,2022,Foundation for Community and Capacity Development,FOCCAD,NNGO,NA,https://foccad.org,Malawi,2003,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5910,2022,Foundation for Community Support Services,FOCOSS,NNGO,NA,https://focoss.org,South Sudan,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4727,2022,"Foundation for Health and Environment Protection ""Region Karpat""",NEEKA,NNGO,National,http://new.neeka.org,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5808,2022,Foundation for Inclusive Education,FIED,NNGO,NA,www.ffiedu.org,Cameroon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040,2022,Foundation For Integrated Development,NA,NNGO,National,NA,Sierra Leone,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,2022,Foundation for integrated Development Action,FIDA,NNGO,National,NA,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4560,2022,Foundation for Rural Development,FRD,NNGO,National,http://www.frd.org.pk/,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,2022,Foundation for Security and Development in Africa,FOSDA,NNGO,National,https://fosda.org/,Ghana,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6828,2022,Foundation of Alexander Romanovsky,FAR,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5514,2022,Foundation of United for Relief and Sustainable Development,FUAD,NNGO,NA,https://fuad-iq.org/en/,Iraq,2003,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7142,2022,Fountain of Life,FOL,NNGO,NA,http://www.mwfountainoflife.org,Malawi,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5370,2021,Foyer de Lutte contre la Malnutrition,FLCM,NNGO,NA,NA,DR Congo,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,32,A,32,A,NA,NA,NA,200000,A,6250,215696,NA,NA,NA,NA
3041,2022,Foyer Tanjomoha,NA,NNGO,National,http://www.tanjomoha.com/index.php/en/,Madagascar,1986,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7094,2022,FRADATA Social Change and Women Empowerment Organization,FSCWEO,NNGO,NA,NA,Afghanistan,2020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,2022,France libertés,NA,NNGO,NA,https://fondationdaniellemitterrand.org/,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4338,2022,France Terre d'Asile,NA,NNGO,National,NA,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,2022,France Volontaires,NA,NNGO,NA,https://france-volontaires.org/,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,2022,France-Amérique latine,FAL,NNGO,NA,https://www.franceameriquelatine.org/,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3042,2022,Fraternité Notre Dame,NA,NNGO,National,http://www.fraternitenotredame.org/2011_2_0/index.php,NA,1977,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2022,Freundschaftsbrucke Deutschland e.V.,NA,NNGO,NA,https://www.freundschaftsbruecke.org/de/page/home.html,Germany,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,2022,Friends Of Peace & Development Organization,FPDO,NNGO,NA,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6168,2022,Friends of the Poor,NA,NNGO,NA,NA,Syrian Arab Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6806,2022,Friends' Hands,FH,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535,2022,Frontier Primary Health Care,FPHC,NNGO,National,NA,Pakistan,1995,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3045,2022,Fundação Novo Futuro,NA,NNGO,National,NA,Sao Tome and Principe,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6717,2022,Fundação Wiwanana,NA,NNGO,NA,NA,Mozambique,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3047,2022,Fundación acuerdate de mi,NA,NNGO,National,http://fundacionacuerdatedemi.org,Colombia,2007,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4325,2022,Fundación Alejandro Labaka,FAL,NNGO,National,https://www.fundacionlabaka.org,Ecuador,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4320,2022,Fundación Ambiente y Sociedad,FAS,NNGO,National,https://fasecuador.org,Ecuador,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,2022,Fundación Amigos de Jesús y María,NA,NNGO,National,https://www.fundacionamigosdejesusymaria.org,Colombia,1995,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3053,2022,Fundacion Antonio Nasser,NA,NNGO,National,https://fundacionnasser.org,Honduras,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,2022,Fundación Antonio Restrepo Barco,NA,NNGO,National,http://www.fundacionbarco.org/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3056,2022,Fundación Aprender a Construir Vida,NA,NNGO,National,https://fundacionaprenderavivir.com,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,2022,Fundación Arawana,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,2022,Fundación Armonía Social,NA,NNGO,National,http://www.fundacionarmonia.org/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,2022,Fundación Biopsicosocial Jesucristo Rebaño de Paz? Fubiojerepaz,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3066,2022,Fundación Calidad Humana Construyendo Sociedad,NA,NNGO,National,https://fundacioncalidadhumanaong.principalwebsite.com/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,2022,Fundación Casa de la Misericordia,NA,NNGO,National,https://casadelamisericordia.org,Colombia,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,2022,Fundación Casa Hogar Nuestros Sueños,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6702,2022,Fundación Chiyangua,NA,NNGO,NA,https://www.fundacionchiyangua.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,2022,Fundación Cigarra,NA,NNGO,National,http://www.cigarra.org/,Colombia,2002,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,2022,Fundación Círculo de Obreros San Pedro Claver,NA,NNGO,National,http://www.circulodeobreros-ong.org,Colombia,1942,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,2022,Fundación Club Rotatorio de el Cerrejon,NA,NNGO,National,NA,Colombia,1992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6668,2022,Fundacion Colombiana de Excombatientes y Promotores de Paz,FUCEPAZ,NNGO,NA,https://fucepazfundacion.wixsite.com/misitio,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,2022,Fundación Colombo Alemana Volver a Sonreír,NA,NNGO,National,NA,Colombia,2001,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4207,2022,Fundación Comisión Católica Argentina de Migraciones,NA,NNGO,National,NA,Argentina,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,2022,Fundación Coosalud,NA,NNGO,National,https://coosalud.com,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,2022,Fundación Creciendo con Amor,NA,NNGO,National,https://fundacioncrecerconamor.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,2022,Fundación Cristiana Casa de Dios,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,2022,Fundación Cristo de la Calle,NA,NNGO,National,https://cristodelacalle.wixsite.com/cristodelacalle,Ecuador,1993,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,2022,Fundación Dame Pan,Fudapan,NNGO,National,NA,Colombia,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4267,2022,Fundacion de Ayuda Social de las Iglesias Cristianas,NA,NNGO,National,NA,Chile,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,2022,Fundación de la caficultura para el desarrollo Rural,Funcafe,NNGO,National,https://www.funcafe.org/EN/,Guatemala,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,2022,Fundación del Alto Magdalena,FAM,NNGO,National,https://fundaciondelaltomagdalena.org.co,Colombia,1993,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,2022,Fundación del Sur Occidente y Macizo Colombiano,Fundesuma,NNGO,National,https://www.fundesuma.org/,Colombia,2002,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4299,2022,Fundación Diocesana Compartir,NA,NNGO,National,NA,Colombia,1994,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4317,2022,Fundacion Dominicana de Desarrollo,NA,NNGO,National,NA,Dominican Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,2022,Fundación Ecuménica Guatemalteca Esperanda y Fraternidad,NA,NNGO,National,NA,Guatemala,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,2022,Fundación El Alcaravan,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,2022,Fundacion El Azucar es Vida,Funazucar,NNGO,National,https://funazucar.org,Honduras,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,2022,Fundación Emmanuel?Centro de Atención Integral,NA,NNGO,National,http://femmanuel.org,Colombia,2009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,2022,Fundación Esperanza y Vida en Jesucristo,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,2022,Fundacion Fihcosa,NA,NNGO,National,https://www.portalfundacionficohsa.com,Honduras,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,2022,Fundación Forjamos,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,2022,Fundación Fraterna Rostro de Cristo,NA,NNGO,National,https://rostrodecristo.org,Colombia,1988,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
